Sort ID,Druckenbrod Sort ID,Key,APS call number,File name,Transaction number (on this page),APS Digital Library page image URL,APS notes,Druckenbrod notes,Date of entry,Time of entry as transcribed,Time of entry standardized,Wind direction as transcribed,Wind direction standardized,Temperature (Fahrenheit) as transcribed,Temperature (Fahrenheit) standardized,Daily temp high (Fahrenheit) as transcribed,Temp high entry time as transcribed,Temp high entry time standardized,Precipitation time,Precipitation type,Precipitation measurement (inches),Observer data,Meteorological observations as transcribed,Cloudy,Fair,Smoke,Misty,Frost,Snow,Sleet,Overcast,Clear,Rain,Foggy,Hail,Thunder,Lightning,Hazy,Muddy,Natural Phenomena,Birds,Mammals,Reptiles/Amphibians,Insects/Arthropods,Fish/Aquatic,Plants,Leafing,Losing Leaves,Blooming,Planted,Harvested,Availability of produce,Trees,Seasonal Phenomena,Other Observations Transcribed
993,1101, APS-275576-055_22,Mss.551.5.M26,275576-55,22,https://diglib.amphilsoc.org/islandora/object/text%3A275576-55,,,1785-08-13,4:00 PM,16:00,S,S,87,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,1102, APS-275576-057_01,Mss.551.5.M26,275576-57,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-14,sunrise,5:13,SE,SE,76,,,,,,,,James Madison,NW horizon muddy,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,
995,1103, APS-275576-057_01,Mss.551.5.M26,275576-57,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-14,4:00 PM,16:00,NE,NE,80,,,,,,,,James Madison,somewhat cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,1104, APS-275576-057_02,Mss.551.5.M26,275576-57,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-15,sunrise,5:15,N,N,74,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,1105, APS-275576-057_02,Mss.551.5.M26,275576-57,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,Setting Wind Direction in standard notation.,,1785-08-15,4:00 PM,16:00,E by N,NE,82,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,1106, APS-275576-057_03,Mss.551.5.M26,275576-57,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-16,sunrise,5:16,E,E,77,,,,,,,,James Madison,somewhat cloudy & air moist,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,1107, APS-275576-057_03,Mss.551.5.M26,275576-57,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-16,4:00 PM,16:00,SE,SE,83,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,1108, APS-275576-057_04,Mss.551.5.M26,275576-57,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-17,sunrise,5:17,SW,SW,78,,,,,,,,James Madison,fogg & cloudy,y,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,
1001,1109, APS-275576-057_04,Mss.551.5.M26,275576-57,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-17,4:00 PM,16:00,S.SW,SSW,87,,,,,,,,James Madison,"fair, except NW horison darkish",,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,1110, APS-275576-057_05,Mss.551.5.M26,275576-57,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-18,sunrise,5:18,S,S,79,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,1111, APS-275576-057_05,Mss.551.5.M26,275576-57,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-18,4:00 PM,16:00,SW,SW,88,,,,,,,,James Madison,thunder clouds towards N.NE & S.SW,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,1112, APS-275576-057_06,Mss.551.5.M26,275576-57,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-19,sunrise,5:19,SE,SE,78,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,1113, APS-275576-057_06,Mss.551.5.M26,275576-57,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-19,4:00 PM,16:00,E,E,80,,,,,,,,James Madison,somewhat cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,1114, APS-275576-057_07,Mss.551.5.M26,275576-57,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-20,sunrise,5:20,NE,NE,74,,,,,,,,James Madison,foggy,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,
1007,1115, APS-275576-057_07,Mss.551.5.M26,275576-57,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-20,4:00 PM,16:00,E,E,82,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,saw at Mr. Thomas Scotts in Culpeper 44 young snakes sweezed out of large snake called the water moccoson. They were from 5 to nine inches long. But expired in a few minutes after being in the air
1008,1116, APS-275576-057_08,Mss.551.5.M26,275576-57,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-21,sunrise,5:21,SW,SW,74,,,,,,,,James Madison,foggy,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,
1009,1117, APS-275576-057_08,Mss.551.5.M26,275576-57,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-21,4:00 PM,16:00,SE,SE,80,,,,,,,,James Madison,somewhat cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,1118, APS-275576-057_08,Mss.551.5.M26,275576-57,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-22,sunrise,5:22,S.SW,SSW,77,,,,,,,,James Madison,cloudy between 3 & 4:00 AM. Small shower of rain,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
1011,1119, APS-275576-057_09,Mss.551.5.M26,275576-57,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-22,4:00 PM,16:00,S.SW,SSW,75,,,,,,,,James Madison,dripping rain from 7:00 AM,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
1012,1120, APS-275576-057_09,Mss.551.5.M26,275576-57,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-23,sunrise,5:23,NE,NE,73,,,,,,,,James Madison,very cloudy & damp from 8 to 9:00 AM. Moderate rain,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
1013,1121, APS-275576-057_10,Mss.551.5.M26,275576-57,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-23,4:00 PM,16:00,NE,NE,72,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,1122, APS-275576-057_10,Mss.551.5.M26,275576-57,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-24,sunrise,5:24,N,N,70,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,1123, APS-275576-057_11,Mss.551.5.M26,275576-57,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-24,4:00 PM,16:00,E,E,76,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,1124, APS-275576-057_11,Mss.551.5.M26,275576-57,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-25,sunrise,5:26,SW,SW,69,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,1125, APS-275576-057_12,Mss.551.5.M26,275576-57,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-25,4:00 PM,16:00,SW,SW,80,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,1127, APS-275576-057_12,Mss.551.5.M26,275576-57,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-26,4:00 PM,16:00,S.SW,SSW,78,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,1126, APS-275576-057_13,Mss.551.5.M26,275576-57,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-26,sunrise,5:27,NE,NE,69,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,1128, APS-275576-057_13,Mss.551.5.M26,275576-57,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-27,sunrise,5:28,SW,SW,72,,,,,,,,James Madison,somewhat cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,1129, APS-275576-057_14,Mss.551.5.M26,275576-57,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-27,4:00 PM,16:00,SW,SW,81,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,1130, APS-275576-057_14,Mss.551.5.M26,275576-57,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,j. madison?,1785-08-28,sunrise,5:29,SW,SW,74,,,,,,,,,cloudy & damp after very rainy night,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
1023,1131, APS-275576-057_15,Mss.551.5.M26,275576-57,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,j. madison?,1785-08-28,4:00 PM,16:00,NE,NE,75,,,,,,,,James Madison,very black cloud to the North,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,1133, APS-275576-057_15,Mss.551.5.M26,275576-57,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-29,4:00 PM,16:00,NE,NE,74,,,,,,,,James Madison,clouds dispersing,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,1132, APS-275576-057_16,Mss.551.5.M26,275576-57,16,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-29,sunrise,5:31,NE,NE,72,,,,,,,,James Madison,"cloudy, likely for rain",y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,1134, APS-275576-057_16,Mss.551.5.M26,275576-57,16,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-30,sunrise,5:32,N,N,69,,,,,,,,James Madison,fair after rain in the night,,y,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
1027,1135, APS-275576-057_17,Mss.551.5.M26,275576-57,17,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-30,4:00 PM,16:00,NE,NE,74,,,,,,,,James Madison,Black clouds towards the Mountains cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,1136, APS-275576-057_17,Mss.551.5.M26,275576-57,17,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-31,sunrise,5:33,NE,NE,69,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,1137, APS-275576-057_18,Mss.551.5.M26,275576-57,18,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-08-31,4:00 PM,16:00,NE,NE,66,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,1138, APS-275576-057_18,Mss.551.5.M26,275576-57,18,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-09-01,sunrise,5:34,Neasterly,NE,66,,,,,,,,James Madison,very like for rain,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,1139, APS-275576-057_18,Mss.551.5.M26,275576-57,18,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-09-01,4:00 PM,16:00,NE,NE,66,,,,,,,,James Madison,cloudy and rained all day,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
1032,1140, APS-275576-057_19,Mss.551.5.M26,275576-57,19,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-09-02,sunrise,5:35,NE,NE,61,,,,,,,,James Madison,cloudy & small rain,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
1033,1141, APS-275576-057_19,Mss.551.5.M26,275576-57,19,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-09-02,4:00 PM,16:00,NE,NE,63,,,,,,,,James Madison,cloudy & misty all day,y,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,1142, APS-275576-057_20,Mss.551.5.M26,275576-57,20,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-09-03,sunrise,5:37,NE,NE,63,,,,,,,,James Madison,very cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,1143, APS-275576-057_20,Mss.551.5.M26,275576-57,20,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-09-03,4:00 PM,16:00,NE,NE,68,,,,,,,,James Madison,clouds dispersing,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,1144, APS-275576-057_21,Mss.551.5.M26,275576-57,21,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-09-04,sunrise,5:38,NE,NE,66,,,,,,,,James Madison,very cloudy & foggy & rain 'till noon,y,,,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,
1037,1145, APS-275576-057_21,Mss.551.5.M26,275576-57,21,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-09-04,4:00 PM,16:00,NE,NE,70,,,,,,,,James Madison,mixed clouds & sunshine,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,1146, APS-275576-057_22,Mss.551.5.M26,275576-57,22,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-09-05,sunrise,5:39,NE,NE,67,,,,,,,,James Madison,very cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,1147, APS-275576-057_22,Mss.551.5.M26,275576-57,22,https://diglib.amphilsoc.org/islandora/object/text%3A275576-57,,,1785-09-05,6:00,18:00,W,W,72,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
1040,1893, APS-275576-059_01,Mss.551.5.M26,275576-59,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-06,sunrise,5:40,SW,SW,66,,,,,,,,James Madison,very clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
1041,1894, APS-275576-059_01,Mss.551.5.M26,275576-59,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-06,4:00 PM,16:00,N,N,73,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,1895, APS-275576-059_02,Mss.551.5.M26,275576-59,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-07,sunrise,5:41,N,N,68,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
1043,1896, APS-275576-059_02,Mss.551.5.M26,275576-59,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-07,4:00 PM,16:00,Northerly,N,72,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,1897, APS-275576-059_03,Mss.551.5.M26,275576-59,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-08,sunrise,5:43,NE,NE,66,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,1898, APS-275576-059_03,Mss.551.5.M26,275576-59,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-08,4:00 PM,16:00,S,S,71,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,1899, APS-275576-059_03,Mss.551.5.M26,275576-59,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-09,sunrise,5:44,S,S,64,,,,,,,,James Madison,foggy,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,
1047,1900, APS-275576-059_04,Mss.551.5.M26,275576-59,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,"This entry includes "hazy" as a weather condition.""his entry includes "hazy" as ""is entry ",,1785-09-09,4:00 PM,16:00,E,E,72,,,,,,,,James Madison,"fair, but a little hazy",,y,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,
1048,1901, APS-275576-059_04,Mss.551.5.M26,275576-59,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-10,sunrise,5:45,E,E,66,,,,,,,,James Madison,thin clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,1902, APS-275576-059_05,Mss.551.5.M26,275576-59,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-10,4:00 PM,16:00,NE,NE,69,,,,,,,,James Madison,somehwhat cloudy atmosphere thick,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,1903, APS-275576-059_05,Mss.551.5.M26,275576-59,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-11,sunrise,5:46,NE,NE,67,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,1904, APS-275576-059_05,Mss.551.5.M26,275576-59,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-11,4:00 PM,16:00,NE,NE,73,,,,,,,,James Madison,at sunset - fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,1905, APS-275576-059_06,Mss.551.5.M26,275576-59,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-12,sunrise,5:47,S,S,67,,,,,,,,James Madison,"67 at 7:00, fair",,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,1906, APS-275576-059_06,Mss.551.5.M26,275576-59,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-12,4:00 PM,16:00,S,S,70,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,1907, APS-275576-059_07,Mss.551.5.M26,275576-59,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-13,sunrise,5:49,S,S,67,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,1908, APS-275576-059_07,Mss.551.5.M26,275576-59,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-13,4:00 PM,16:00,S,S,77,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,1909, APS-275576-059_07,Mss.551.5.M26,275576-59,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-14,sunrise,5:50,S,S,72,,,,,,,,James Madison,fair with some thin clouds,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,1910, APS-275576-059_08,Mss.551.5.M26,275576-59,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-14,4:00 PM,16:00,S,S,77,,,,,,,,James Madison,fair with some clouds towards South. Thunder & rain all night,y,y,,,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,
1058,1911, APS-275576-059_08,Mss.551.5.M26,275576-59,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-15,sunrise,5:51,S,S,70,,,,,,,,James Madison,some clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,1912, APS-275576-059_09,Mss.551.5.M26,275576-59,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-15,4:00 PM,16:00,SW,SW,72,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,1913, APS-275576-059_09,Mss.551.5.M26,275576-59,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-16,sunrise,5:52,SW,SW,68,,,,,,,,James Madison,somewhat cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,1914, APS-275576-059_09,Mss.551.5.M26,275576-59,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-16,4:00 PM,16:00,S,S,73,,,,,,,,James Madison,thin clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,1915, APS-275576-059_10,Mss.551.5.M26,275576-59,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-17,sunrise,5:53,S,S,70,,,,,,,,James Madison,Thunder & small shower at 6:00,,,,,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,
1063,1916, APS-275576-059_10,Mss.551.5.M26,275576-59,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-17,4:00 PM,16:00,W,W,70,,,,,,,,James Madison,cloudy. Much rain from about 8:00 to 1:00,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
1064,1917, APS-275576-059_11,Mss.551.5.M26,275576-59,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-18,sunrise,5:55,W,W,64,,,,,,,,James Madison,fair after a shower in the night,,y,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
1065,1918, APS-275576-059_11,Mss.551.5.M26,275576-59,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,No temperature recorded.,,1785-09-18,4:00 PM,16:00,,,,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,1919, APS-275576-059_11,Mss.551.5.M26,275576-59,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,Setting Wind Direction in standard notation.,,1785-09-19,sunrise,5:56,W by N,NW,62,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,1920, APS-275576-059_12,Mss.551.5.M26,275576-59,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,No temperature recorded.,,1785-09-19,4:00 PM,16:00,SW,SW,,,,,,,,,James Madison,not very clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,1921, APS-275576-059_12,Mss.551.5.M26,275576-59,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-20,sunrise,5:57,SW,SW,67,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,1922, APS-275576-059_13,Mss.551.5.M26,275576-59,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-20,4:00 PM,16:00,S,S,68,,,,,,,,James Madison,cloudy. & a rainy night,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
1070,1923, APS-275576-059_13,Mss.551.5.M26,275576-59,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-21,sunrise,5:58,NE,NE,66,,,,,,,,James Madison,very thick cloudy & rain,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
1071,1924, APS-275576-059_13,Mss.551.5.M26,275576-59,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-21,4:00 PM,16:00,NE,NE,67,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,1925, APS-275576-059_14,Mss.551.5.M26,275576-59,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-22,sunrise,6:00,NE,NE,64,,,,,,,,James Madison,raining,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
1073,1926, APS-275576-059_14,Mss.551.5.M26,275576-59,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-22,4:00 PM,16:00,NE,NE,61,,,,,,,,James Madison,rain and misty all day,,,,y,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
1074,1927, APS-275576-059_15,Mss.551.5.M26,275576-59,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-23,sunrise,6:01,NE,NE,59,,,,,,,,James Madison,very cloudy. Then reain,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
1075,1928, APS-275576-059_15,Mss.551.5.M26,275576-59,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-23,4:00 PM,16:00,NE,NE,60,,,,,,,,James Madison,still raining,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
1076,1929, APS-275576-059_15,Mss.551.5.M26,275576-59,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-24,sunrise,6:02,NE,NE,59,,,,,,,,James Madison,still raining fast,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
1077,1930, APS-275576-059_16,Mss.551.5.M26,275576-59,16,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-24,4:00 PM,16:00,N,N,62,,,,,,,,James Madison,cloudy but breaking away towards West,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,1931, APS-275576-059_16,Mss.551.5.M26,275576-59,16,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-25,sunrise,6:03,W,W,62,,,,,,,,James Madison,very fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,1932, APS-275576-059_17,Mss.551.5.M26,275576-59,17,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-25,4:00 PM,16:00,W,W,69,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
1080,1933, APS-275576-059_17,Mss.551.5.M26,275576-59,17,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-26,sunrise,6:04,SW,SW,62,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,1934, APS-275576-059_17,Mss.551.5.M26,275576-59,17,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-26,4:00 PM,16:00,NW,NW,64,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,1935, APS-275576-059_18,Mss.551.5.M26,275576-59,18,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-27,sunrise,6:06,NW,NW,57,,,,,,,,James Madison,fair. Little frost,,y,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,1936, APS-275576-059_18,Mss.551.5.M26,275576-59,18,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-27,4:00 PM,16:00,SW,SW,61,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,1937, APS-275576-059_19,Mss.551.5.M26,275576-59,19,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,Evidently duplicate 1785-09-28 entry in Druckenbrod transcription including no data  deleted. Shifted APS sort ID up by 1 to reflect this,,1785-09-28,sunrise,6:07,SW,SW,55,,,,,,,,James Madison,cloudy a little,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,1939, APS-275576-059_19,Mss.551.5.M26,275576-59,19,https://diglib.amphilsoc.org/islandora/object/text%3A275576-59,,,1785-09-28,4:00 PM,16:00,E,E,62,,,,,,,,James Madison,a few black clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
